dipt_id,nombre_listado,nombre_ficha,entidad,distrito_circunscripcion,principio_estimado,principio_ficha,entidad_ficha,distrito_ficha,curul,partido_estimado,email,suplente,licencia_en_listado,perfil_url,foto_src,partido_logo_src,foto_original_local,foto_png_bn,error_perfil
189,Gómez Cárdenas Annia Sarahí,ANNIA SARAHÍ GÓMEZ CÁRDENAS,Nuevo León,Dtto. 6,Mayoria Relativa,Mayoría Relativa,Nuevo León,6,E-124,PAN,annia.gomez@diputados.gob.mx,María Magdalena García Fraga,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=189,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/216_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/269_189_gomez_cardenas_annia_sarahi.png,static/img/diputados_lxvi_bn/269_189_gomez_cardenas_annia_sarahi.png,
320,González Alonso Carmen Rocío,CARMEN ROCÍO GONZÁLEZ ALONSO,Chihuahua,Circ. 1,Representacion Proporcional,Representación proporcional,,,B-029,PAN,carmen.alonso@diputados.gob.mx,Mónica Estrada Domínguez,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=320,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/296_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/270_320_gonzalez_alonso_carmen_rocio.png,static/img/diputados_lxvi_bn/270_320_gonzalez_alonso_carmen_rocio.png,
35,Granados Trespalacios María Angélica,MARÍA ANGÉLICA GRANADOS TRESPALACIOS,Chihuahua,Dtto. 6,Mayoria Relativa,Mayoría Relativa,Chihuahua,6,C-057,PAN,maria.granados@diputados.gob.mx,Rebeca Alejandra Enríquez Gutiérrez,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=35,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/219_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/271_35_granados_trespalacios_maria_angelica.png,static/img/diputados_lxvi_bn/271_35_granados_trespalacios_maria_angelica.png,
942,Guevara Rodríguez Miguel Ángel,MIGUEL ÁNGEL GUEVARA RODRÍGUEZ,Ciudad de México,Circ. 4,Representacion Proporcional,Representación proporcional,,,E-121,PAN,miguel.guevara@diputados.gob.mx,,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=942,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/501_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/272_942_guevara_rodriguez_miguel_angel.png,static/img/diputados_lxvi_bn/272_942_guevara_rodriguez_miguel_angel.png,
359,Gutiérrez Garza Blanca Leticia,BLANCA LETICIA GUTIÉRREZ GARZA,Tamaulipas,Circ. 2,Representacion Proporcional,Representación proporcional,,,A-003,PAN,blanca.gutierrez@diputados.gob.mx,Ana Marcela Lozano Gutiérrez,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=359,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/302_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/273_359_gutierrez_garza_blanca_leticia.png,static/img/diputados_lxvi_bn/273_359_gutierrez_garza_blanca_leticia.png,
81,Gutiérrez Valtierra Diana Estefanía,DIANA ESTEFANÍA GUTIÉRREZ VALTIERRA,Guanajuato,Dtto. 7,Mayoria Relativa,Mayoría Relativa,Guanajuato,7,F-166,PAN,estefania.gutierrez@diputados.gob.mx,Selene Anahí Ruíz Ortega,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=81,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/222_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/274_81_gutierrez_valtierra_diana_estefania.png,static/img/diputados_lxvi_bn/274_81_gutierrez_valtierra_diana_estefania.png,
398,Guzmán Avilés María del Rosario,MARÍA DEL ROSARIO GUZMÁN AVILÉS,Veracruz,Circ. 3,Representacion Proporcional,Representación proporcional,,,A-001,PAN,mdelrosario.guzman@diputados.gob.mx,Lourdes Santiago Martínez,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=398,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/310_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/275_398_guzman_aviles_maria_del_rosario.png,static/img/diputados_lxvi_bn/275_398_guzman_aviles_maria_del_rosario.png,
456,Hernández Cerón Asael,ASAEL HERNÁNDEZ CERÓN,Hidalgo,Circ. 4,Representacion Proporcional,Representación proporcional,,,K-373,PAN,asael.hernandez@diputados.gob.mx,Martha Margeri Rivera Núñez,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=456,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/297_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/276_456_hernandez_ceron_asael.png,static/img/diputados_lxvi_bn/276_456_hernandez_ceron_asael.png,
479,Hinojosa Pérez José Manuel,JOSÉ MANUEL HINOJOSA PÉREZ,Michoacán,Circ. 5,Representacion Proporcional,Representación proporcional,,,B-025,PAN,jose.hinojosa@diputados.gob.mx,María Mendoza Torres,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=479,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/348_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/277_479_hinojosa_perez_jose_manuel.png,static/img/diputados_lxvi_bn/277_479_hinojosa_perez_jose_manuel.png,
443,Huerta Villegas Genoveva,GENOVEVA HUERTA VILLEGAS,Puebla,Circ. 4,Representacion Proporcional,Representación proporcional,,,I-290,PAN,genoveva.huerta@diputados.gob.mx,Gabriela Edilberta Flores de los Santos,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=443,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/315_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/278_443_huerta_villegas_genoveva.png,static/img/diputados_lxvi_bn/278_443_huerta_villegas_genoveva.png,
107,Iñiguez Franco José Mario,JOSÉ MARIO IÑIGUEZ FRANCO,Jalisco,Dtto. 3,Mayoria Relativa,Mayoría Relativa,Jalisco,3,K-374,PAN,jose.iniguez@diputados.gob.mx,Óscar Eduardo Lomelí Hernández,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=107,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/200_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/279_107_iniguez_franco_jose_mario.png,static/img/diputados_lxvi_bn/279_107_iniguez_franco_jose_mario.png,
484,Jiménez Angulo Julia Licet,JULIA LICET JIMÉNEZ ANGULO,Colima,Circ. 5,Representacion Proporcional,Representación proporcional,,,A-004,PAN,julia.jimenez@diputados.gob.mx,Nirvana Lizette Rocha Jiménez,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=484,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/228_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/280_484_jimenez_angulo_julia_licet.png,static/img/diputados_lxvi_bn/280_484_jimenez_angulo_julia_licet.png,
74,Jiménez Delgado Silvia Patricia,SILVIA PATRICIA JIMÉNEZ DELGADO,Durango,Dtto. 4,Mayoria Relativa,Mayoría Relativa,Durango,4,G-203,PAN,patricia.jimenez@diputados.gob.mx,Margarita Sofía Durán Rodarte,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=74,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/225_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/281_74_jimenez_delgado_silvia_patricia.png,static/img/diputados_lxvi_bn/281_74_jimenez_delgado_silvia_patricia.png,
63,Kalionchiz De la Fuente Theodoros,THEODOROS KALIONCHIZ DE LA FUENTE,Coahuila,Dtto. 3,Mayoria Relativa,Mayoría Relativa,Coahuila,3,D-086,PAN,theodoros.kalionchiz@diputados.gob.mx,Arnulfo Ignacio Guajardo Flores,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=63,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/220_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/282_63_kalionchiz_de_la_fuente_theodoros.png,static/img/diputados_lxvi_bn/282_63_kalionchiz_de_la_fuente_theodoros.png,
402,Lixa Abimerhi José Elías,JOSÉ ELÍAS LIXA ABIMERHI,Yucatán,Circ. 3,Representacion Proporcional,Representación proporcional,,,D-088,PAN,elias.lixa@diputados.gob.mx,Martín Abraham Uicab Flores,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=402,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/229_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/283_402_lixa_abimerhi_jose_elias.png,static/img/diputados_lxvi_bn/283_402_lixa_abimerhi_jose_elias.png,
439,López Rabadán Kenia,KENIA LÓPEZ RABADÁN,Ciudad de México,Circ. 4,Representacion Proporcional,Representación proporcional,,,P-503,PAN,kenia.lopez@diputados.gob.mx,Yadhira Yvette Tamayo Herrera,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=439,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/327_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/284_439_lopez_rabadan_kenia.png,static/img/diputados_lxvi_bn/284_439_lopez_rabadan_kenia.png,
363,Luna Ayala Noemí Berenice,NOEMÍ BERENICE LUNA AYALA,Zacatecas,Circ. 2,Representacion Proporcional,Representación proporcional,,,D-089,PAN,noemi.luna@diputados.gob.mx,Gloria Areli Peña Sánchez,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=363,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/158_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/285_363_luna_ayala_noemi_berenice.png,static/img/diputados_lxvi_bn/285_363_luna_ayala_noemi_berenice.png,
80,Márquez Alcalá Laura Cristina,LAURA CRISTINA MÁRQUEZ ALCALÁ,Guanajuato,Dtto. 6,Mayoria Relativa,Mayoría Relativa,Guanajuato,6,K-372,PAN,laura.marquez@diputados.gob.mx,María Abigail Ortiz Hernández,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=80,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/231_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/286_80_marquez_alcala_laura_cristina.png,static/img/diputados_lxvi_bn/286_80_marquez_alcala_laura_cristina.png,
358,Márquez Becerra Alan Sahir,ALAN SAHIR MÁRQUEZ BECERRA,Guanajuato,Circ. 2,Representacion Proporcional,Representación proporcional,,,P-506,PAN,alan.marquez@diputados.gob.mx,Javier Alfonso Torres Mereles,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=358,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/323_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/287_358_marquez_becerra_alan_sahir.png,static/img/diputados_lxvi_bn/287_358_marquez_becerra_alan_sahir.png,
481,Martínez Cázares Germán,GERMÁN MARTÍNEZ CÁZARES,Michoacán,Circ. 5,Representacion Proporcional,Representación proporcional,,,E-125,PAN,german.martinez@diputados.gob.mx,Isidro Amarildo Bárcenas Resendiz,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=481,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/321_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/288_481_martinez_cazares_german.png,static/img/diputados_lxvi_bn/288_481_martinez_cazares_german.png,
3,Martínez López Paulo Gonzalo,PAULO GONZALO MARTÍNEZ LÓPEZ,Aguascalientes,Dtto. 3,Mayoria Relativa,Mayoría Relativa,Aguascalientes,3,E-119,PAN,paulo.martinez@diputados.gob.mx,Francisco Emmanuel Muñoz Sánchez,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=3,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/227_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/289_3_martinez_lopez_paulo_gonzalo.png,static/img/diputados_lxvi_bn/289_3_martinez_lopez_paulo_gonzalo.png,
444,Martínez Terrazas Víctor Adrián,VÍCTOR ADRIÁN MARTÍNEZ TERRAZAS,Morelos,Circ. 4,Representacion Proporcional,Representación proporcional,,,G-207,PAN,adrian.martinez@diputados.gob.mx,Erick Uriel Vera García,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=444,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/317_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/290_444_martinez_terrazas_victor_adrian.png,static/img/diputados_lxvi_bn/290_444_martinez_terrazas_victor_adrian.png,
357,Martínez Álvarez Elizabeth,ELIZABETH MARTÍNEZ ÁLVAREZ,Aguascalientes,Circ. 2,Representacion Proporcional,Representación proporcional,,,C-051,PAN,elizabeth.alvarez@diputados.gob.mx,María Cristina de Fátima Salas Luján,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=357,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/319_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/291_357_martinez_alvarez_elizabeth.png,static/img/diputados_lxvi_bn/291_357_martinez_alvarez_elizabeth.png,
323,Monraz Ibarra Miguel Angel,MIGUEL ANGEL MONRAZ IBARRA,Jalisco,Circ. 1,Representacion Proporcional,Representación proporcional,,,E-127,PAN,miguel.monraz@diputados.gob.mx,Sergio Hilario Urzua Villalobos,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=323,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/300_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/292_323_monraz_ibarra_miguel_angel.png,static/img/diputados_lxvi_bn/292_323_monraz_ibarra_miguel_angel.png,
146,Moya Bastón Martha Amalia,MARTHA AMALIA MOYA BASTÓN,México,Dtto. 22,Mayoria Relativa,Mayoría Relativa,México,22,J-331,PAN,martha.moya@diputados.gob.mx,Kennya Joseline Oropeza Peña,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=146,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/223_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/293_146_moya_baston_martha_amalia.png,static/img/diputados_lxvi_bn/293_146_moya_baston_martha_amalia.png,
268,Nader Nasrallah Jesús Antonio,JESÚS ANTONIO NADER NASRALLAH,Tamaulipas,Dtto. 8,Mayoria Relativa,Mayoría Relativa,Tamaulipas,8,H-242,PAN,jesus.nader@diputados.gob.mx,Guillermo Treviño Martínez,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=268,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/224_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/294_268_nader_nasrallah_jesus_antonio.png,static/img/diputados_lxvi_bn/294_268_nader_nasrallah_jesus_antonio.png,
184,Niño de Rivera Vela Homero Ricardo,HOMERO RICARDO NIÑO DE RIVERA VELA,Nuevo León,Dtto. 1,Mayoria Relativa,Mayoría Relativa,Nuevo León,1,J-333,PAN,homero.ninoderivera@diputados.gob.mx,Brenda Tafich Lankenau,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=184,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/381_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/295_184_nino_de_rivera_vela_homero_ricardo.png,static/img/diputados_lxvi_bn/295_184_nino_de_rivera_vela_homero_ricardo.png,
355,Olguín Díaz Nancy Aracely,NANCY ARACELY OLGUÍN DÍAZ,Nuevo León,Circ. 2,Representacion Proporcional,Representación proporcional,,,I-288,PAN,nancy.olguin@diputados.gob.mx,Claudia Cano Rodríguez,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=355,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/287_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/296_355_olguin_diaz_nancy_aracely.png,static/img/diputados_lxvi_bn/296_355_olguin_diaz_nancy_aracely.png,
441,Ortiz Pérez Liliana,LILIANA ORTIZ PÉREZ,Puebla,Circ. 4,Representacion Proporcional,Representación proporcional,,,D-084,PAN,liliana.ortiz@diputados.gob.mx,Diana Galaviz Briones,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=441,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/326_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/297_441_ortiz_perez_liliana.png,static/img/diputados_lxvi_bn/297_441_ortiz_perez_liliana.png,
478,Palacios Kuri Tania,TANIA PALACIOS KURI,Querétaro,Circ. 5,Representacion Proporcional,Representación proporcional,,,B-026,PAN,tania.palacios@diputados.gob.mx,Arely Anaya Fonseca,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=478,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/329_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/298_478_palacios_kuri_tania.png,static/img/diputados_lxvi_bn/298_478_palacios_kuri_tania.png,
321,Pelayo Covarrubias Francisco,FRANCISCO PELAYO COVARRUBIAS,Baja California Sur,Circ. 1,Representacion Proporcional,Representación proporcional,,,I-289,PAN,francisco.pelayo@diputados.gob.mx,José Pablo Partida Escobosa,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=321,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/330_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/299_321_pelayo_covarrubias_francisco.png,static/img/diputados_lxvi_bn/299_321_pelayo_covarrubias_francisco.png,
360,Pérez Díaz Víctor Manuel,VÍCTOR MANUEL PÉREZ DÍAZ,Nuevo León,Circ. 2,Representacion Proporcional,Representación proporcional,,,F-167,PAN,manuel.perez@diputados.gob.mx,Martín Alejandro Flores Vázquez,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=360,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/201_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/300_360_perez_diaz_victor_manuel.png,static/img/diputados_lxvi_bn/300_360_perez_diaz_victor_manuel.png,
322,Pérez Herrera Verónica,VERÓNICA PÉREZ HERRERA,Durango,Circ. 1,Representacion Proporcional,Representación proporcional,,,G-205,PAN,veronica.perez@diputados.gob.mx,Cinthia Denisse Garza Urquidy,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=322,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/316_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/301_322_perez_herrera_veronica.png,static/img/diputados_lxvi_bn/301_322_perez_herrera_veronica.png,
401,Quiñones Garrido Claudia,CLAUDIA QUIÑONES GARRIDO,Veracruz,Circ. 3,Representacion Proporcional,Representación proporcional,,,A-005,PAN,claudia.quinones@diputados.gob.mx,Leyla Karime Domínguez Cuevas,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=401,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/331_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/302_401_quinones_garrido_claudia.png,static/img/diputados_lxvi_bn/302_401_quinones_garrido_claudia.png,
79,Ramírez Barba Éctor Jaime,ÉCTOR JAIME RAMÍREZ BARBA,Guanajuato,Dtto. 5,Mayoria Relativa,Mayoría Relativa,Guanajuato,5,D-083,PAN,ector.ramirez@diputados.gob.mx,Gabriel Villagrana García,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=79,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/214_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/303_79_ramirez_barba_ector_jaime.png,static/img/diputados_lxvi_bn/303_79_ramirez_barba_ector_jaime.png,
400,Rementería Del Puerto Julen,JULEN REMENTERÍA DEL PUERTO,Veracruz,Circ. 3,Representacion Proporcional,Representación proporcional,,,E-128,PAN,julen.rementeria@diputados.gob.mx,Omar Guillermo Miranda Romero,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=400,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/391_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/304_400_rementeria_del_puerto_julen.png,static/img/diputados_lxvi_bn/304_400_rementeria_del_puerto_julen.png,
352,Rendón García César Augusto,CÉSAR AUGUSTO RENDÓN GARCÍA,Tamaulipas,Circ. 2,Representacion Proporcional,Representación proporcional,,,B-027,PAN,cesar.rendon@diputados.gob.mx,--- --- ---,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=352,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/333_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/305_352_rendon_garcia_cesar_augusto.png,static/img/diputados_lxvi_bn/305_352_rendon_garcia_cesar_augusto.png,
83,Rodríguez Barroso Diego Angel,DIEGO ANGEL RODRÍGUEZ BARROSO,Guanajuato,Dtto. 9,Mayoria Relativa,Mayoría Relativa,Guanajuato,9,H-247,PAN,diego.rodriguez@diputados.gob.mx,José Ricardo Ortiz Gutiérrez,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=83,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/235_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/306_83_rodriguez_barroso_diego_angel.png,static/img/diputados_lxvi_bn/306_83_rodriguez_barroso_diego_angel.png,
294,Rodríguez Heredia María Isabel,MARÍA ISABEL RODRÍGUEZ HEREDIA,Yucatán,Dtto. 4,Mayoria Relativa,Mayoría Relativa,Yucatán,4,D-085,PAN,isabel.rodriguez@diputados.gob.mx,Sandra Carolina Jiménez Tejada,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=294,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/234_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/307_294_rodriguez_heredia_maria_isabel.png,static/img/diputados_lxvi_bn/307_294_rodriguez_heredia_maria_isabel.png,
319,Rodríguez Torres Luis Agustín,LUIS AGUSTÍN RODRÍGUEZ TORRES,Sonora,Circ. 1,Representacion Proporcional,Representación proporcional,,,F-169,PAN,agustin.rodriguez@diputados.gob.mx,Hector David Flores Avalos,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=319,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/332_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/308_319_rodriguez_torres_luis_agustin.png,static/img/diputados_lxvi_bn/308_319_rodriguez_torres_luis_agustin.png,
856,Rubalcava Jiménez José Alfonso,JOSÉ ALFONSO RUBALCAVA JIMÉNEZ,Aguascalientes,Circ. 2,Representacion Proporcional,Representación proporcional,,,J-330,PAN,jose.rubalcava@diputados.gob.mx,,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=856,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/529_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/309_856_rubalcava_jimenez_jose_alfonso.png,static/img/diputados_lxvi_bn/309_856_rubalcava_jimenez_jose_alfonso.png,
318,Rubio Fernández Paulina,PAULINA RUBIO FERNÁNDEZ,Jalisco,Circ. 1,Representacion Proporcional,Representación proporcional,,,P-502,PAN,paulina.rubio@diputados.gob.mx,María Fernanda González Reynoso,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=318,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/212_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/310_318_rubio_fernandez_paulina.png,static/img/diputados_lxvi_bn/310_318_rubio_fernandez_paulina.png,
85,Salim Alle Miguel Ángel,MIGUEL ÁNGEL SALIM ALLE,Guanajuato,Dtto. 11,Mayoria Relativa,Mayoría Relativa,Guanajuato,11,H-244,PAN,miguel.salim@diputados.gob.mx,Juan Antonio Guzmán Acosta,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=85,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/203_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/311_85_salim_alle_miguel_angel.png,static/img/diputados_lxvi_bn/311_85_salim_alle_miguel_angel.png,
404,Sánchez Rodríguez Ernesto,ERNESTO SÁNCHEZ RODRÍGUEZ,Quintana Roo,Circ. 3,Representacion Proporcional,Representación proporcional,,,G-204,PAN,ernesto.sanchez@diputados.gob.mx,Patricia Sánchez Carrillo,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=404,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/282_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pan.webp,static/img/diputados_lxvi_raw/312_404_sanchez_rodriguez_ernesto.png,static/img/diputados_lxvi_bn/312_404_sanchez_rodriguez_ernesto.png,
