expediente,categoria,numero,fragmento
SUP-RAP-342/2024,fiscalizacion,4,"ó instrucción. II. COMPETENCIA Esta Sala Superior es competente para conocer y resolver los recurso s de apelación, conforme a lo señalado en el acuerdo de acumulación y es cisión, porque se controvierte una resolución del CG del INE relacionada con irregularidades en materia de fiscalización de los ingresos y gastos de campaña vinculadas al cargo de presidencia o de diputaciones y senadurías por el principio de representación proporcional, o bien de tratarse de conclusiones sancionatorias inescindibles para no dividir la continencia de la causa , correspondientes al"
SUP-RAP-342/2024,fiscalizacion,5,"través de su representante ante el CG del INE, calidad que reconoció la responsable al rendir su informe circunstanciado [13] . d. Interés jurídico . El recurrente tiene interés jurídico pues controvierte una resolución que le impone sanciones como sujeto obligado en materia de fiscalización. e. Definitividad . Se tiene por cumplido este requisito, porque no existe ningún medio de defensa que deba agotarse previo a acudir a esta instancia jurisdiccional federal. IV. ESTUDIO DE FONDO Metodología A fin de dotar de claridad a la presente resolución, e n primer lugar, s"
SUP-RAP-342/2024,rp,1,"s irregularidades encontradas en los informes de ingresos y gastos de campaña de las candidaturas a los cargos de presidencia de los Estados Unidos Mexicanos, senadurías y diputaciones federales, correspondientes al proceso electoral federal ordinario 2023-2024. RP: Principio de representación proporcional. Sala Superior: Sala Superior del Tribunal Electoral del Poder Judicial de la Federación. SIF: Sistema Integral de Fiscalización. Tribunal Electoral: Tribunal Electoral del Poder Judicial de la Federación. UTF: Unidad Técnica de Fiscalización del INE. I. ANTECEDENTES 1. Resoluci"
SUP-RAP-342/2024,rp,2,"perior determinó lo siguiente: a) Acumular los recursos debido a la conexidad en la causa. b) Asumir competencia para conocer respecto de 3 7 conclusiones [5] relacionadas con irregularidades vinculadas al cargo de presidencia o de diputa ciones y senad urías por el principio de representación proporcional , o bien de tratarse de conclusiones sancionatorias inescindibles para no dividir la continencia de la causa. c) Remitir a la Sala Regional Monterrey lo relativo a 1 conclusi ón [6] , relacionada con irregularidades vinculadas a la elección de diputaciones de mayoría relativa de"
SUP-RAP-342/2024,rp,3,"do en el acuerdo de acumulación y es cisión, porque se controvierte una resolución del CG del INE relacionada con irregularidades en materia de fiscalización de los ingresos y gastos de campaña vinculadas al cargo de presidencia o de diputaciones y senadurías por el principio de representación proporcional, o bien de tratarse de conclusiones sancionatorias inescindibles para no dividir la continencia de la causa , correspondientes al proceso electoral federal ordinario 2023-2024 [7] . III. PROCEDENCIA La s demanda s cumple n con los requisitos de procedencia conforme a lo siguient"
SUP-RAP-342/2024,propaganda,1,"n. Lo anterior respetando el principio non reformatio in peius . 3. No se tomó en cuenta la adenda aprobada Conclusión 6_C103 BIS_FD a. Planteamiento Conclusión Agravios específicos 6_C103 BIS_FD. El sujeto obligado omitió reportar en el SIF los egresos generados por concepto de propaganda y publicidad localizada en internet de campaña por un monto de $897,709.82 Sanción: $897,656.76 SUP-RAP-342/2024: Menciona que existe elementos que permiten vincular la póliza de 121 elementos publicitarios de los observados, por un monto de $1,812,436.30, tal como se muestra en"
SUP-RAP-342/2024,propaganda,2,"D, 6_C72_FD, 6_C73_FD, 6_C75_FD, 6_C84_FD, 6_C96_FD, 6_C97 BIS_FD, 6_C102_FD, 6_C111-BIS_FD y 6_C125_FD. a. Planteamiento Conclusión Agravios específicos 6_C20Bis_FD. El sujeto obligado omitió presentar la documentación soporte respecto de operaciones contratadas por concepto de propaganda exhibida en páginas de internet, por un monto de $3,937,449.28 Sanción: $47,770.80 Nota: la sanción referida fue por 44 faltas formales, entre ellas, la C20Bis SUP-RAP-342/2024: Refiere que hay 4 elementos que permiten vincular el gasto con la póliza en 4 observaciones, por un t"
SUP-RAP-342/2024,propaganda,3,"donde fue registrado el gasto, el nombre del archivo incorporado oportunamente en el SIF, una explicación y hace referencia a la conclusión 6_C20Bis_FD. 6_C23Bis_FD. El sujeto obligado omitió presentar la documentación soporte respecto de operaciones contratadas por concepto de propaganda exhibida en páginas de internet, por un monto de $117,498.96 Sanción: $47,770.80 Nota: la sanción referida fue por 44 faltas formales, entre ellas, la C20Bis SUP-RAP-342/2024: Los 3 hallazgos valuados en $117,498.96 corresponden a pauta digital, por lo que atendiendo al criterio"
SUP-RAP-342/2024,propaganda,4,"o falta formal y no de fondo. Refiere que ello se muestra en las pólizas del anexo 19_MC_FD, al que le agregaron la columna W, de nombre “OBSERVACIONES”, en la que se da una explicación. 6_C28_FD. El sujeto obligado omitió reportar en el SIF los egresos generados por concepto de propaganda y publicidad colocada en la vía pública de campaña por un monto de $466,832.53 del ámbito federal. Sanción : $466,742.43 SUP-RAP-342/2024: MC indica que los egresos sí fueron reportados en el SIF, y que hay elementos que permiten vincular el gasto con la póliza de 133 elementos"
SUP-RAP-342/2024,propaganda,5,"DE DOCUMENTO” y “OBSERVACIONES”, en las que se identifica el número de póliza en donde se registró el gasto, el nombre del archivo incorporado oportunamente en el SIF y una explicación. 6_C29_FD. El sujeto obligado omitió reportar en el SIF los egresos generados por concepto de propaganda y publicidad localizada en internet de campaña por un monto de $135,683.29 Sanción: $135,603.93 SUP-RAP-342/2024: Hay elementos que permiten vincular el gasto con la póliza de 38 medios publicitarios de 65 observados, por un total de $70,843.53, lo que reduce el monto de lo impa"
SUP-RAP-352/2024,fiscalizacion,1,"as impugnadas no fueron objeto de modificación en el engrose correspondiente . Sin embargo, no asiste la razón a la responsable , pues en términos de la jurisprudencia 1/2022 , de rubro: PLAZO PARA PROMOVER MEDIOS DE IMPUGNACIÓN. CUANDO UNA RESOLUCIÓN SANCIONATORIA EN MATERIA DE FISCALIZACIÓN FUE OBJETO DE MODIFICACIONES, NO OPERA LA NOTIFICACIÓN AUTOMÁTICA , la demanda se debe considerar oportuna, aunque la modificación hecha en el engrose no verse sobre las conclusiones impugnadas. 17. En ese sentido, las dos demandas fueron presentadas dentro del plazo de cuatro d"
SUP-RAP-352/2024,fiscalizacion,2,"ante el Consejo General, calidad que le es reconocida por la autoridad responsable. 20. 4. Interés jurídico. El recurrente tiene interés jurídico para interponer el medio de impugnación, pues controvierte una resolución que le impone sanciones como sujeto obligado en materia de fiscalización de recursos de los partidos políticos. 21. 5. Definitividad . Se tiene por cumplido este requisito, en virtud de que no existe algún otro medio de defensa que el partido apelante deba agotar previo a acudir a esta instancia jurisdiccional federal . VI. CUESTIÓN PREVIA Contexto 2"
SUP-RAP-352/2024,fiscalizacion,3,"os sesenta mil ciento setenta y siete pesos 68/100 M.N.) VIII . PLANTEAMIENTOS DEL CASO 1. Pretensión y causa de pedir 43. La pretensión del partido recurrente es que se revoque la resolución INE/CG1929/2024 del Consejo General del INE , respecto a las infracciones en materia de fiscalización atribuidas al PAN . 44. Su causa de pedir la sustenta en el hecho de que la responsable incurrió en diversas irregularidades e inconsistencias al dictar la resolución impugnada . 2. Controversia por resolver 45. La litis en el presente asunto consiste en determinar si la resoluc"
SUP-RAP-352/2024,fiscalizacion,4,"se impus ieron diversas sanciones al PAN fue emitida conforme a D erecho, o si bien, los planteamientos del apelante resultan fundados y se debe revocar . 3. Metodología 46. En primer lugar , se analizará el concepto de agravio vinculado con las fallas en el Sistema Integral de Fiscalización, pues no lo vincula con alguna conclusión sancionatoria en específico, sino que lo dirige a cuestionar de manera general el procedimiento de fiscalización de todas las elecciones. 47. Enseguida se estudiarán de manera particular las conclusiones impugnadas, prescindiendo del est"
SUP-RAP-352/2024,fiscalizacion,5,"3. Metodología 46. En primer lugar , se analizará el concepto de agravio vinculado con las fallas en el Sistema Integral de Fiscalización, pues no lo vincula con alguna conclusión sancionatoria en específico, sino que lo dirige a cuestionar de manera general el procedimiento de fiscalización de todas las elecciones. 47. Enseguida se estudiarán de manera particular las conclusiones impugnadas, prescindiendo del estudio de aquellas que son competencia de las Salas Regionales y aquellas sobre las que el propio recurrente se desistió. 48. Las conclusiones 1_C11Bis_FD, 1"
SUP-RAP-352/2024,rebase_tope,1,"ta la omisión de reportar los egresos generados por concepto de propaganda y publicidad colocada en internet como se detalla en el Anexo 4_PAN_FD, donde se identifican 3 (consecutivo del anexo 31 al 33), en los que indica que no se reportaron los gastos, por lo que se sumaran al tope de gastos de campaña. 93. No obstante, la evidencia adjunta a la póliza con referencia contable PN1/DR3/29-04-2024 de la contabilidad con ID 9039 y con valor de $0.00 pesos, con la finalidad de complementar la evidencia, ya que la póliza PN1/DR3/29-0 3 -2024 de la misma contabilidad tiene"
SUP-RAP-352/2024,propaganda,1,"onclusión se encuentra relacionada únicamente con el cargo de diputaciones federales, pero al estar involucradas diversas circunscripciones, la competencia corresponde a la Sala Superior. 1_C43_FD El sujeto obligado omitió reportar en el SIF los egresos generados por concepto de propaganda y publicidad colocada en internet por un monto de $9,973.00 del ámbito federal. Diputaciones federales en diversas entidades federativas correspondientes a distintas circunscripciones. La conclusión se encuentra relacionada únicamente con el cargo de diputaciones federales, pero"
SUP-RAP-352/2024,propaganda,2,"ncepto de 1 spot de radio por un monto de $17,400.00 Grave ordinaria 160 (ciento sesenta) UMAS , equivalente a $17,371.20 ( diecisiete mil trescientos setenta y un pesos 20/100 M.N.). 1_C43_ FD FD El sujeto obligado omitió reportar en el SIF los egresos generados por concepto de propaganda y publicidad colocada en internet por un monto de $9,973.00 del ámbito federal. Grave ordinaria 91 (noventa y uno) UMAS , equivalente a $9,879.87 (nueve mil ochocientos setenta y nueve pesos 87/100 M.N.). 1_C62 Bis_FD El sujeto obligado omitió presentar la documentación soporte"
SUP-RAP-352/2024,propaganda,3,"de errores y omisiones y la documentación anexa, tampoco se hace referencia a la póliza que refiere en su concepto de agravio , de ahí que es ineficaz su planteamiento. 2.4. Conclusión 1_C43_FD . El sujeto obligado omitió reportar en el SIF los egresos generados por concepto de propaganda y publicidad colocada en internet por un monto de $9,973.00 del ámbito federal. 2.4. a) Planteamientos del recurrente 92. En el ID 91 del dictamen emitido por la responsable como respuesta al oficio de errores y omisiones, determina en este la falta concreta la omisión de report"
